alpha,gamma,episodes,seed,success_rate,avg_return,avg_steps,elapsed_seconds
0.0,0.5,20,50,0.03,-1.1044,9.465,0.041999
0.0,0.5,20,51,0.05,-1.0662,9.555,0.039999
0.0,0.5,20,52,0.03,-1.1088,9.44,0.042001
0.0,0.5,20,53,0.08,-1.0175,9.875,0.043001
0.0,0.5,20,54,0.07,-1.0387,9.935,0.046499
0.0,0.5,20,55,0.03,-1.0994,8.97,0.0375
0.0,0.5,20,56,0.05,-1.0658,9.29,0.040002
0.0,0.5,20,57,0.055,-1.0638,9.69,0.041499
0.0,0.5,20,58,0.05,-1.0647,9.235,0.039
0.0,0.5,20,59,0.065,-1.0288,9.185,0.037501
0.0,0.5,20,60,0.04,-1.0851,9.745,0.039998
0.0,0.5,20,61,0.035,-1.1033,9.665,0.0425
0.0,0.5,20,62,0.06,-1.0505,9.525,0.040003
0.0,0.5,20,63,0.045,-1.0705,10.005,0.046498
0.0,0.5,20,64,0.035,-1.0879,9.14,0.049499
0.0,0.5,20,65,0.03,-1.1088,9.685,0.040499
0.0,0.5,20,66,0.05,-1.082,10.345,0.0465
0.0,0.5,20,67,0.005,-1.1443,8.715,0.0375
0.0,0.5,20,68,0.05,-1.0682,9.41,0.039502
0.0,0.5,20,69,0.045,-1.0855,9.775,0.048999
0.0,0.5,20,70,0.035,-1.1058,9.79,0.048999
0.0,0.5,20,71,0.03,-1.1223,10.115,0.0425
0.0,0.5,20,72,0.05,-1.0854,10.515,0.044001
0.0,0.5,20,73,0.04,-1.066,8.545,0.042502
0.0,0.5,20,74,0.035,-1.0899,8.995,0.042997
0.0,0.5,20,75,0.05,-1.0745,10.215,0.0435
0.0,0.5,20,76,0.055,-1.0693,9.965,0.0475
0.0,0.5,20,77,0.045,-1.0895,10.22,0.044999
0.0,0.5,20,78,0.045,-1.0825,9.87,0.039
0.0,0.5,20,79,0.035,-1.1233,10.665,0.046501
0.0,0.5,20,80,0.035,-1.0995,9.475,0.042999
0.0,0.5,20,81,0.07,-1.0308,9.54,0.043501
0.0,0.5,20,82,0.03,-1.0826,8.13,0.034998
0.0,0.5,20,83,0.03,-1.1194,9.97,0.042
0.0,0.5,20,84,0.04,-1.0928,9.885,0.044
0.0,0.5,20,85,0.055,-1.0601,9.505,0.041502
0.0,0.5,20,86,0.025,-1.1148,9.485,0.041498
0.0,0.5,20,87,0.015,-1.1307,9.28,0.041001
0.0,0.5,20,88,0.045,-1.0944,10.71,0.050501
0.0,0.5,20,89,0.05,-1.0664,9.32,0.0395
0.0,0.5,20,90,0.04,-1.0922,9.61,0.043499
0.0,0.5,20,91,0.06,-1.0456,9.28,0.044501
0.0,0.5,20,92,0.065,-1.0378,9.39,0.050499
0.0,0.5,20,93,0.045,-1.0735,9.175,0.046
0.0,0.5,20,94,0.065,-1.038,9.645,0.05
0.0,0.5,20,95,0.035,-1.0918,9.335,0.047
0.0,0.5,20,96,0.055,-1.1001,11.505,0.0575
0.0,0.5,20,97,0.045,-1.0846,10.22,0.049001
0.0,0.5,20,98,0.035,-1.0979,9.64,0.049501
0.0,0.5,20,99,0.045,-1.0832,9.66,0.044998
0.0,0.5,100,0,0.055,-1.0944,11.22,0.067501
0.0,0.5,100,1,0.065,-1.0511,10.055,0.061
0.0,0.5,100,2,0.035,-1.0962,9.31,0.064
0.0,0.5,100,3,0.045,-1.0826,9.63,0.0615
0.0,0.5,100,4,0.06,-1.0445,9.225,0.056
0.0,0.5,100,5,0.05,-1.0807,10.035,0.061001
0.0,0.5,100,6,0.05,-1.0511,9.045,0.053499
0.0,0.5,100,7,0.04,-1.1017,10.085,0.0595
0.0,0.5,100,8,0.05,-1.0767,9.835,0.054001
0.0,0.5,100,9,0.025,-1.1181,9.65,0.049498
0.0,0.5,100,10,0.03,-1.1128,9.64,0.057002
0.0,0.5,100,11,0.025,-1.1204,9.765,0.0515
0.0,0.5,100,12,0.04,-1.0759,9.04,0.057499
0.0,0.5,100,13,0.045,-1.0677,8.885,0.053499
0.0,0.5,100,14,0.03,-1.1158,9.79,0.0655
0.0,0.5,100,15,0.05,-1.06,9.245,0.056004
0.0,0.5,100,16,0.015,-1.1149,8.735,0.056496
0.0,0.5,100,17,0.02,-1.1024,8.365,0.046499
0.0,0.5,100,18,0.035,-1.0943,9.215,0.051001
0.0,0.5,100,19,0.025,-1.1209,10.28,0.056499
0.0,0.5,100,20,0.05,-1.0767,9.835,0.0495
0.0,0.5,100,21,0.045,-1.0581,8.405,0.047501
0.0,0.5,100,22,0.065,-1.059,10.45,0.0545
0.0,0.5,100,23,0.08,-0.9977,9.375,0.053
0.0,0.5,100,24,0.045,-1.0737,9.185,0.052502
0.0,0.5,100,25,0.03,-1.0884,8.42,0.047499
0.0,0.5,100,26,0.035,-1.0882,8.91,0.052001
0.0,0.5,100,27,0.02,-1.1135,8.92,0.050012
0.0,0.5,100,28,0.035,-1.0918,9.09,0.051962
0.0,0.5,100,29,0.02,-1.1311,9.555,0.057
0.0,0.5,100,30,0.055,-1.0606,9.53,0.057501
0.0,0.5,100,31,0.035,-1.0862,8.81,0.045998
0.0,0.5,100,32,0.025,-1.0952,8.505,0.045
0.0,0.5,100,33,0.03,-1.0956,9.025,0.05
0.0,0.5,100,34,0.05,-1.0532,8.66,0.048
0.0,0.5,100,35,0.06,-1.0474,9.37,0.057501
0.0,0.5,100,36,0.045,-1.0885,9.925,0.0565
0.0,0.5,100,37,0.065,-1.0462,10.055,0.053
0.0,0.5,100,38,0.03,-1.1103,9.515,0.0505
0.0,0.5,100,39,0.06,-1.0631,10.155,0.051499
0.0,0.5,100,40,0.095,-0.9869,10.09,0.058
0.0,0.5,100,41,0.055,-1.0653,9.765,0.054001
0.0,0.5,100,42,0.055,-1.0756,10.525,0.055999
0.0,0.5,100,43,0.045,-1.0749,9.245,0.0495
0.0,0.5,100,44,0.04,-1.0876,9.625,0.056
0.0,0.5,100,45,0.055,-1.0541,9.205,0.0525
0.0,0.5,100,46,0.045,-1.0793,9.465,0.0525
0.0,0.5,100,47,0.025,-1.1328,10.385,0.0515
0.0,0.5,100,48,0.04,-1.079,8.95,0.054499
0.0,0.5,100,49,0.07,-1.0493,10.465,0.0555
0.0,0.5,100,50,0.03,-1.1044,9.465,0.049502
0.0,0.5,100,51,0.05,-1.0662,9.555,0.050498
0.0,0.5,100,52,0.03,-1.1088,9.44,0.049001
0.0,0.5,100,53,0.08,-1.0175,9.875,0.049499
0.0,0.5,100,54,0.07,-1.0387,9.935,0.052001
0.0,0.5,100,55,0.03,-1.0994,8.97,0.053
0.0,0.5,100,56,0.05,-1.0658,9.29,0.0495
0.0,0.5,100,57,0.055,-1.0638,9.69,0.051499
0.0,0.5,100,58,0.05,-1.0647,9.235,0.051502
0.0,0.5,100,59,0.065,-1.0288,9.185,0.050999
0.0,0.5,100,60,0.04,-1.0851,9.745,0.0525
0.0,0.5,100,61,0.035,-1.1033,9.665,0.053001
0.0,0.5,100,62,0.06,-1.0505,9.525,0.052001
0.0,0.5,100,63,0.045,-1.0705,10.005,0.057499
0.0,0.5,100,64,0.035,-1.0879,9.14,0.0555
0.0,0.5,100,65,0.03,-1.1088,9.685,0.056999
0.0,0.5,100,66,0.05,-1.082,10.345,0.054501
0.0,0.5,100,67,0.005,-1.1443,8.715,0.0505
0.0,0.5,100,68,0.05,-1.0682,9.41,0.051
0.0,0.5,100,69,0.045,-1.0855,9.775,0.055
0.0,0.5,100,70,0.035,-1.1058,9.79,0.052
0.0,0.5,100,71,0.03,-1.1223,10.115,0.052999
0.0,0.5,100,72,0.05,-1.0854,10.515,0.05969
0.0,0.5,100,73,0.04,-1.066,8.545,0.051311
0.0,0.5,100,74,0.035,-1.0899,8.995,0.052502
0.0,0.5,100,75,0.05,-1.0745,10.215,0.054497
0.0,0.5,100,76,0.055,-1.0693,9.965,0.055502
0.0,0.5,100,77,0.045,-1.0895,10.22,0.054498
0.0,0.5,100,78,0.045,-1.0825,9.87,0.0545
0.0,0.5,100,79,0.035,-1.1233,10.665,0.057
0.0,0.5,100,80,0.035,-1.0995,9.475,0.050998
0.0,0.5,100,81,0.07,-1.0308,9.54,0.054
0.0,0.5,100,82,0.03,-1.0826,8.13,0.046499
0.0,0.5,100,83,0.03,-1.1194,9.97,0.055501
0.0,0.5,100,84,0.04,-1.0928,9.885,0.0535
0.0,0.5,100,85,0.055,-1.0601,9.505,0.051499
0.0,0.5,100,86,0.025,-1.1148,9.485,0.051
0.0,0.5,100,87,0.015,-1.1307,9.28,0.050502
0.0,0.5,100,88,0.045,-1.0944,10.71,0.057999
0.0,0.5,100,89,0.05,-1.0664,9.32,0.055999
0.0,0.5,100,90,0.04,-1.0922,9.61,0.052503
0.0,0.5,100,91,0.06,-1.0456,9.28,0.052499
0.0,0.5,100,92,0.065,-1.0378,9.39,0.0525
0.0,0.5,100,93,0.045,-1.0735,9.175,0.051499
0.0,0.5,100,94,0.065,-1.038,9.645,0.052
0.0,0.5,100,95,0.035,-1.0918,9.335,0.051504
0.0,0.5,100,96,0.055,-1.1001,11.505,0.061498
0.0,0.5,100,97,0.045,-1.0846,10.22,0.0555
0.0,0.5,100,98,0.035,-1.0979,9.64,0.051498
0.0,0.5,100,99,0.045,-1.0832,9.66,0.054501
0.0,0.5,500,0,0.055,-1.0944,11.22,0.115999
0.0,0.5,500,1,0.065,-1.0511,10.055,0.102502
0.0,0.5,500,2,0.035,-1.0962,9.31,0.104999
0.0,0.5,500,3,0.045,-1.0826,9.63,0.1035
0.0,0.5,500,4,0.06,-1.0445,9.225,0.101002
0.0,0.5,500,5,0.05,-1.0807,10.035,0.104498
0.0,0.5,500,6,0.05,-1.0511,9.045,0.106499
0.0,0.5,500,7,0.04,-1.1017,10.085,0.104004
0.0,0.5,500,8,0.05,-1.0767,9.835,0.101497
0.0,0.5,500,9,0.025,-1.1181,9.65,0.1065
0.0,0.5,500,10,0.03,-1.1128,9.64,0.107502
0.0,0.5,500,11,0.025,-1.1204,9.765,0.107499
0.0,0.5,500,12,0.04,-1.0759,9.04,0.1165
0.0,0.5,500,13,0.045,-1.0677,8.885,0.130001
0.0,0.5,500,14,0.03,-1.1158,9.79,0.160999
0.0,0.5,500,15,0.05,-1.06,9.245,0.143501
0.0,0.5,500,16,0.015,-1.1149,8.735,0.131499
0.0,0.5,500,17,0.02,-1.1024,8.365,0.134999
0.0,0.5,500,18,0.035,-1.0943,9.215,0.1475
0.0,0.5,500,19,0.025,-1.1209,10.28,0.1305
0.0,0.5,500,20,0.05,-1.0767,9.835,0.124001
0.0,0.5,500,21,0.045,-1.0581,8.405,0.102997
0.0,0.5,500,22,0.065,-1.059,10.45,0.1305
0.0,0.5,500,23,0.08,-0.9977,9.375,0.135503
0.0,0.5,500,24,0.045,-1.0737,9.185,0.129997
0.0,0.5,500,25,0.03,-1.0884,8.42,0.101999
0.0,0.5,500,26,0.035,-1.0882,8.91,0.112003
0.0,0.5,500,27,0.02,-1.1135,8.92,0.113497
0.0,0.5,500,28,0.035,-1.0918,9.09,0.104502
0.0,0.5,500,29,0.02,-1.1311,9.555,0.109998
0.0,0.5,500,30,0.055,-1.0606,9.53,0.117001
0.0,0.5,500,31,0.035,-1.0862,8.81,0.109001
0.0,0.5,500,32,0.025,-1.0952,8.505,0.099999
0.0,0.5,500,33,0.03,-1.0956,9.025,0.129001
0.0,0.5,500,34,0.05,-1.0532,8.66,0.114498
0.0,0.5,500,35,0.06,-1.0474,9.37,0.104999
0.0,0.5,500,36,0.045,-1.0885,9.925,0.115002
0.0,0.5,500,37,0.065,-1.0462,10.055,0.114499
0.0,0.5,500,38,0.03,-1.1103,9.515,0.101
0.0,0.5,500,39,0.06,-1.0631,10.155,0.124501
0.0,0.5,500,40,0.095,-0.9869,10.09,0.118499
0.0,0.5,500,41,0.055,-1.0653,9.765,0.1055
0.0,0.5,500,42,0.055,-1.0756,10.525,0.123499
0.0,0.5,500,43,0.045,-1.0749,9.245,0.108999
0.0,0.5,500,44,0.04,-1.0876,9.625,0.111002
0.0,0.5,500,45,0.055,-1.0541,9.205,0.116498
0.0,0.5,500,46,0.045,-1.0793,9.465,0.106
0.0,0.5,500,47,0.025,-1.1328,10.385,0.127001
0.0,0.5,500,48,0.04,-1.079,8.95,0.114501
0.0,0.5,500,49,0.07,-1.0493,10.465,0.114998
0.0,0.5,500,50,0.03,-1.1044,9.465,0.107001
0.0,0.5,500,51,0.05,-1.0662,9.555,0.105999
0.0,0.5,500,52,0.03,-1.1088,9.44,0.106001
0.0,0.5,500,53,0.08,-1.0175,9.875,0.118
0.0,0.5,500,54,0.07,-1.0387,9.935,0.114
0.0,0.5,500,55,0.03,-1.0994,8.97,0.094003
0.0,0.5,500,56,0.05,-1.0658,9.29,0.106
0.0,0.5,500,57,0.055,-1.0638,9.69,0.116497
0.0,0.5,500,58,0.05,-1.0647,9.235,0.137
0.0,0.5,500,59,0.065,-1.0288,9.185,0.1285
0.0,0.5,500,60,0.04,-1.0851,9.745,0.131501
0.0,0.5,500,61,0.035,-1.1033,9.665,0.130998
0.0,0.5,500,62,0.06,-1.0505,9.525,0.136002
0.0,0.5,500,63,0.045,-1.0705,10.005,0.131502
0.0,0.5,500,64,0.035,-1.0879,9.14,0.1065
0.0,0.5,500,65,0.03,-1.1088,9.685,0.114
0.0,0.5,500,66,0.05,-1.082,10.345,0.111003
0.0,0.5,500,67,0.005,-1.1443,8.715,0.117999
0.0,0.5,500,68,0.05,-1.0682,9.41,0.124998
0.0,0.5,500,69,0.045,-1.0855,9.775,0.111498
0.0,0.5,500,70,0.035,-1.1058,9.79,0.11751
0.0,0.5,500,71,0.03,-1.1223,10.115,0.11899
0.0,0.5,500,72,0.05,-1.0854,10.515,0.114501
0.0,0.5,500,73,0.04,-1.066,8.545,0.100499
0.0,0.5,500,74,0.035,-1.0899,8.995,0.1075
0.0,0.5,500,75,0.05,-1.0745,10.215,0.105501
0.0,0.5,500,76,0.055,-1.0693,9.965,0.109
0.0,0.5,500,77,0.045,-1.0895,10.22,0.110499
0.0,0.5,500,78,0.045,-1.0825,9.87,0.112999
0.0,0.5,500,79,0.035,-1.1233,10.665,0.101999
0.0,0.5,500,80,0.035,-1.0995,9.475,0.112
0.0,0.5,500,81,0.07,-1.0308,9.54,0.104002
0.0,0.5,500,82,0.03,-1.0826,8.13,0.104998
0.0,0.5,500,83,0.03,-1.1194,9.97,0.105501
0.0,0.5,500,84,0.04,-1.0928,9.885,0.114
0.0,0.5,500,85,0.055,-1.0601,9.505,0.104499
0.0,0.5,500,86,0.025,-1.1148,9.485,0.108001
0.0,0.5,500,87,0.015,-1.1307,9.28,0.103406
0.0,0.5,500,88,0.045,-1.0944,10.71,0.1095
0.0,0.5,500,89,0.05,-1.0664,9.32,0.108999
0.0,0.5,500,90,0.04,-1.0922,9.61,0.111502
0.0,0.5,500,91,0.06,-1.0456,9.28,0.102999
0.0,0.5,500,92,0.065,-1.0378,9.39,0.106501
0.0,0.5,500,93,0.045,-1.0735,9.175,0.120501
0.0,0.5,500,94,0.065,-1.038,9.645,0.129499
0.0,0.5,500,95,0.035,-1.0918,9.335,0.114001
0.0,0.5,500,96,0.055,-1.1001,11.505,0.129
0.0,0.5,500,97,0.045,-1.0846,10.22,0.145
0.0,0.5,500,98,0.035,-1.0979,9.64,0.115502
0.0,0.5,500,99,0.045,-1.0832,9.66,0.115999
0.0,0.5,2000,0,0.055,-1.0944,11.22,0.330501
0.0,0.5,2000,1,0.065,-1.0511,10.055,0.534501
0.0,0.5,2000,2,0.035,-1.0962,9.31,0.293546
0.0,0.5,2000,3,0.045,-1.0826,9.63,0.293499
0.0,0.5,2000,4,0.06,-1.0445,9.225,0.296003
0.0,0.5,2000,5,0.05,-1.0807,10.035,0.305499
0.0,0.5,2000,6,0.05,-1.0511,9.045,0.294501
0.0,0.5,2000,7,0.04,-1.1017,10.085,0.301501
0.0,0.5,2000,8,0.05,-1.0767,9.835,0.2865
0.0,0.5,2000,9,0.025,-1.1181,9.65,0.303499
0.0,0.5,2000,10,0.03,-1.1128,9.64,0.295999
0.0,0.5,2000,11,0.025,-1.1204,9.765,0.294002
0.0,0.5,2000,12,0.04,-1.0759,9.04,0.283998
0.0,0.5,2000,13,0.045,-1.0677,8.885,0.282501
0.0,0.5,2000,14,0.03,-1.1158,9.79,0.285499
0.0,0.5,2000,15,0.05,-1.06,9.245,0.298
0.0,0.5,2000,16,0.015,-1.1149,8.735,0.291503
0.0,0.5,2000,17,0.02,-1.1024,8.365,0.291
0.0,0.5,2000,18,0.035,-1.0943,9.215,0.300498
0.0,0.5,2000,19,0.025,-1.1209,10.28,0.303499
0.0,0.5,2000,20,0.05,-1.0767,9.835,0.305501
0.0,0.5,2000,21,0.045,-1.0581,8.405,0.2895
0.0,0.5,2000,22,0.065,-1.059,10.45,0.308
0.0,0.5,2000,23,0.08,-0.9977,9.375,0.304002
0.0,0.5,2000,24,0.045,-1.0737,9.185,0.285997
0.0,0.5,2000,25,0.03,-1.0884,8.42,0.287
0.0,0.5,2000,26,0.035,-1.0882,8.91,0.286999
0.0,0.5,2000,27,0.02,-1.1135,8.92,0.291003
0.0,0.5,2000,28,0.035,-1.0918,9.09,0.292043
0.0,0.5,2000,29,0.02,-1.1311,9.555,0.301454
0.0,0.5,2000,30,0.055,-1.0606,9.53,0.290002
0.0,0.5,2000,31,0.035,-1.0862,8.81,0.285997
0.0,0.5,2000,32,0.025,-1.0952,8.505,0.299501
0.0,0.5,2000,33,0.03,-1.0956,9.025,0.302
0.0,0.5,2000,34,0.05,-1.0532,8.66,0.306501
0.0,0.5,2000,35,0.06,-1.0474,9.37,0.294998
0.0,0.5,2000,36,0.045,-1.0885,9.925,0.307
0.0,0.5,2000,37,0.065,-1.0462,10.055,0.327501
0.0,0.5,2000,38,0.03,-1.1103,9.515,0.291
0.0,0.5,2000,39,0.06,-1.0631,10.155,0.298501
0.0,0.5,2000,40,0.095,-0.9869,10.09,0.315498
0.0,0.5,2000,41,0.055,-1.0653,9.765,0.293501
0.0,0.5,2000,42,0.055,-1.0756,10.525,0.299499
0.0,0.5,2000,43,0.045,-1.0749,9.245,0.3
0.0,0.5,2000,44,0.04,-1.0876,9.625,0.296999
0.0,0.5,2000,45,0.055,-1.0541,9.205,0.289003
0.0,0.5,2000,46,0.045,-1.0793,9.465,0.304498
0.0,0.5,2000,47,0.025,-1.1328,10.385,0.312999
0.0,0.5,2000,48,0.04,-1.079,8.95,0.2965
0.0,0.5,2000,49,0.07,-1.0493,10.465,0.288002
0.0,0.5,2000,50,0.03,-1.1044,9.465,0.352498
0.0,0.5,2000,51,0.05,-1.0662,9.555,0.342501
0.0,0.5,2000,52,0.03,-1.1088,9.44,0.296
0.0,0.5,2000,53,0.08,-1.0175,9.875,0.314
0.0,0.5,2000,54,0.07,-1.0387,9.935,0.294
0.0,0.5,2000,55,0.03,-1.0994,8.97,0.298499
0.0,0.5,2000,56,0.05,-1.0658,9.29,0.303503
0.0,0.5,2000,57,0.055,-1.0638,9.69,0.284495
0.0,0.5,2000,58,0.05,-1.0647,9.235,0.295501
0.0,0.5,2000,59,0.065,-1.0288,9.185,0.299999
0.0,0.5,2000,60,0.04,-1.0851,9.745,0.295501
0.0,0.5,2000,61,0.035,-1.1033,9.665,0.294001
0.0,0.5,2000,62,0.06,-1.0505,9.525,0.2885
0.0,0.5,2000,63,0.045,-1.0705,10.005,0.2945
0.0,0.5,2000,64,0.035,-1.0879,9.14,0.288499
0.0,0.5,2000,65,0.03,-1.1088,9.685,0.287001
0.0,0.5,2000,66,0.05,-1.082,10.345,0.307501
0.0,0.5,2000,67,0.005,-1.1443,8.715,0.313498
0.0,0.5,2000,68,0.05,-1.0682,9.41,0.2995
0.0,0.5,2000,69,0.045,-1.0855,9.775,0.298002
0.0,0.5,2000,70,0.035,-1.1058,9.79,0.309497
0.0,0.5,2000,71,0.03,-1.1223,10.115,0.2935
0.0,0.5,2000,72,0.05,-1.0854,10.515,0.303499
0.0,0.5,2000,73,0.04,-1.066,8.545,0.2945
0.0,0.5,2000,74,0.035,-1.0899,8.995,0.284
0.0,0.5,2000,75,0.05,-1.0745,10.215,0.299
0.0,0.5,2000,76,0.055,-1.0693,9.965,0.300004
0.0,0.5,2000,77,0.045,-1.0895,10.22,0.328498
0.0,0.5,2000,78,0.045,-1.0825,9.87,0.311
0.0,0.5,2000,79,0.035,-1.1233,10.665,0.293001
0.0,0.5,2000,80,0.035,-1.0995,9.475,0.314998
0.0,0.5,2000,81,0.07,-1.0308,9.54,0.303999
0.0,0.5,2000,82,0.03,-1.0826,8.13,0.291
0.0,0.5,2000,83,0.03,-1.1194,9.97,0.291999
0.0,0.5,2000,84,0.04,-1.0928,9.885,0.385503
0.0,0.5,2000,85,0.055,-1.0601,9.505,0.318002
0.0,0.5,2000,86,0.025,-1.1148,9.485,0.297995
0.0,0.5,2000,87,0.015,-1.1307,9.28,0.281501
0.0,0.5,2000,88,0.045,-1.0944,10.71,0.298501
0.0,0.5,2000,89,0.05,-1.0664,9.32,0.314499
0.0,0.5,2000,90,0.04,-1.0922,9.61,0.297502
0.0,0.5,2000,91,0.06,-1.0456,9.28,0.2835
0.0,0.5,2000,92,0.065,-1.0378,9.39,0.283503
0.0,0.5,2000,93,0.045,-1.0735,9.175,0.316997
0.0,0.5,2000,94,0.065,-1.038,9.645,0.307501
0.0,0.5,2000,95,0.035,-1.0918,9.335,0.299999
0.0,0.5,2000,96,0.055,-1.1001,11.505,0.351
0.0,0.5,2000,97,0.045,-1.0846,10.22,0.347502
0.0,0.5,2000,98,0.035,-1.0979,9.64,0.306499
0.0,0.5,2000,99,0.045,-1.0832,9.66,0.331499
0.0,0.8,20,0,0.055,-1.0944,11.22,0.0555
0.0,0.8,20,1,0.065,-1.0511,10.055,0.042999
0.0,0.8,20,2,0.035,-1.0962,9.31,0.0395
0.0,0.8,20,3,0.045,-1.0826,9.63,0.042501
0.0,0.8,20,4,0.06,-1.0445,9.225,0.035999
0.0,0.8,20,5,0.05,-1.0807,10.035,0.046001
0.0,0.8,20,6,0.05,-1.0511,9.045,0.04
0.0,0.8,20,7,0.04,-1.1017,10.085,0.0455
0.0,0.8,20,8,0.05,-1.0767,9.835,0.042
0.0,0.8,20,9,0.025,-1.1181,9.65,0.039499
0.0,0.8,20,10,0.03,-1.1128,9.64,0.0385
0.0,0.8,20,11,0.025,-1.1204,9.765,0.0425
0.0,0.8,20,12,0.04,-1.0759,9.04,0.042001
0.0,0.8,20,13,0.045,-1.0677,8.885,0.042499
0.0,0.8,20,14,0.03,-1.1158,9.79,0.042001
0.0,0.8,20,15,0.05,-1.06,9.245,0.038501
0.0,0.8,20,16,0.015,-1.1149,8.735,0.036499
0.0,0.8,20,17,0.02,-1.1024,8.365,0.032998
0.0,0.8,20,18,0.035,-1.0943,9.215,0.043501
0.0,0.8,20,19,0.025,-1.1209,10.28,0.043002
0.0,0.8,20,20,0.05,-1.0767,9.835,0.040998
0.0,0.8,20,21,0.045,-1.0581,8.405,0.031499
0.0,0.8,20,22,0.065,-1.059,10.45,0.0435
0.0,0.8,20,23,0.08,-0.9977,9.375,0.039
0.0,0.8,20,24,0.045,-1.0737,9.185,0.040501
0.0,0.8,20,25,0.03,-1.0884,8.42,0.0365
0.0,0.8,20,26,0.035,-1.0882,8.91,0.038999
0.0,0.8,20,27,0.02,-1.1135,8.92,0.038
0.0,0.8,20,28,0.035,-1.0918,9.09,0.038
0.0,0.8,20,29,0.02,-1.1311,9.555,0.0415
0.0,0.8,20,30,0.055,-1.0606,9.53,0.038502
0.0,0.8,20,31,0.035,-1.0862,8.81,0.036998
0.0,0.8,20,32,0.025,-1.0952,8.505,0.038
0.0,0.8,20,33,0.03,-1.0956,9.025,0.035
0.0,0.8,20,34,0.05,-1.0532,8.66,0.0365
0.0,0.8,20,35,0.06,-1.0474,9.37,0.0365
0.0,0.8,20,36,0.045,-1.0885,9.925,0.041
0.0,0.8,20,37,0.065,-1.0462,10.055,0.043
0.0,0.8,20,38,0.03,-1.1103,9.515,0.040499
0.0,0.8,20,39,0.06,-1.0631,10.155,0.046001
0.0,0.8,20,40,0.095,-0.9869,10.09,0.044499
0.0,0.8,20,41,0.055,-1.0653,9.765,0.041501
0.0,0.8,20,42,0.055,-1.0756,10.525,0.0435
0.0,0.8,20,43,0.045,-1.0749,9.245,0.040002
0.0,0.8,20,44,0.04,-1.0876,9.625,0.042498
0.0,0.8,20,45,0.055,-1.0541,9.205,0.038999
0.0,0.8,20,46,0.045,-1.0793,9.465,0.038502
0.0,0.8,20,47,0.025,-1.1328,10.385,0.041498
0.0,0.8,20,48,0.04,-1.079,8.95,0.0395
0.0,0.8,20,49,0.07,-1.0493,10.465,0.0415
0.0,0.8,20,50,0.03,-1.1044,9.465,0.039001
0.0,0.8,20,51,0.05,-1.0662,9.555,0.043
0.0,0.8,20,52,0.03,-1.1088,9.44,0.042
0.0,0.8,20,53,0.08,-1.0175,9.875,0.040002
0.0,0.8,20,54,0.07,-1.0387,9.935,0.0435
0.0,0.8,20,55,0.03,-1.0994,8.97,0.038499
0.0,0.8,20,56,0.05,-1.0658,9.29,0.038003
0.0,0.8,20,57,0.055,-1.0638,9.69,0.042995
0.0,0.8,20,58,0.05,-1.0647,9.235,0.038001
0.0,0.8,20,59,0.065,-1.0288,9.185,0.034669
0.0,0.8,20,60,0.04,-1.0851,9.745,0.038329
0.0,0.8,20,61,0.035,-1.1033,9.665,0.040001
0.0,0.8,20,62,0.06,-1.0505,9.525,0.039502
0.0,0.8,20,63,0.045,-1.0705,10.005,0.042499
0.0,0.8,20,64,0.035,-1.0879,9.14,0.039499
0.0,0.8,20,65,0.03,-1.1088,9.685,0.040502
0.0,0.8,20,66,0.05,-1.082,10.345,0.042998
0.0,0.8,20,67,0.005,-1.1443,8.715,0.0365
0.0,0.8,20,68,0.05,-1.0682,9.41,0.0375
0.0,0.8,20,69,0.045,-1.0855,9.775,0.044001
0.0,0.8,20,70,0.035,-1.1058,9.79,0.040499
0.0,0.8,20,71,0.03,-1.1223,10.115,0.041501
0.0,0.8,20,72,0.05,-1.0854,10.515,0.044003
0.0,0.8,20,73,0.04,-1.066,8.545,0.034496
0.0,0.8,20,74,0.035,-1.0899,8.995,0.039001
0.0,0.8,20,75,0.05,-1.0745,10.215,0.042499
0.0,0.8,20,76,0.055,-1.0693,9.965,0.0445
0.0,0.8,20,77,0.045,-1.0895,10.22,0.044
0.0,0.8,20,78,0.045,-1.0825,9.87,0.038497
0.0,0.8,20,79,0.035,-1.1233,10.665,0.045499
0.0,0.8,20,80,0.035,-1.0995,9.475,0.036999
0.0,0.8,20,81,0.07,-1.0308,9.54,0.042001
0.0,0.8,20,82,0.03,-1.0826,8.13,0.035001
0.0,0.8,20,83,0.03,-1.1194,9.97,0.040999
0.0,0.8,20,84,0.04,-1.0928,9.885,0.043001
0.0,0.8,20,85,0.055,-1.0601,9.505,0.038
0.0,0.8,20,86,0.025,-1.1148,9.485,0.037999
0.0,0.8,20,87,0.015,-1.1307,9.28,0.039502
0.0,0.8,20,88,0.045,-1.0944,10.71,0.048499
0.0,0.8,20,89,0.05,-1.0664,9.32,0.037499
0.0,0.8,20,90,0.04,-1.0922,9.61,0.043046
0.0,0.8,20,91,0.06,-1.0456,9.28,0.037955
0.0,0.8,20,92,0.065,-1.0378,9.39,0.039503
0.0,0.8,20,93,0.045,-1.0735,9.175,0.041499
0.0,0.8,20,94,0.065,-1.038,9.645,0.041
0.0,0.8,20,95,0.035,-1.0918,9.335,0.039499
0.0,0.8,20,96,0.055,-1.1001,11.505,0.047502
0.0,0.8,20,97,0.045,-1.0846,10.22,0.042001
0.0,0.8,20,98,0.035,-1.0979,9.64,0.039
0.0,0.8,20,99,0.045,-1.0832,9.66,0.041999
