epoch,loss,valid_hit@10,valid_mrr,seconds
1,0.438751,0.325554,0.15525,2.5
2,0.345877,0.327768,0.161306,2.1
3,0.343812,0.32845,0.164365,2.1
4,0.341544,0.329131,0.168618,2.1
5,0.33878,0.334072,0.169522,2.1
6,0.335692,0.340886,0.169738,2.1
7,0.332023,0.340716,0.170941,2.1
8,0.327773,0.341056,0.17738,2.1
9,0.323073,0.342249,0.17741,2.1
10,0.31815,0.350596,0.186116,2.2
