update,objective_return,user_return,net_return,tool_rate,entropy,loss,elapsed_s
1,13.266667,13.516667,13.266667,0.458716,0.69158,-0.00078,0.162
2,9.968333,10.183333,9.968333,0.483146,0.692922,-0.003625,0.296
