update,objective_return,user_return,net_return,tool_rate,entropy,loss,elapsed_s
1,13.65,13.516667,13.266667,0.458716,0.69158,-0.000729,0.909
2,10.235,10.183333,9.968333,0.483146,0.692922,-0.003612,1.046
